,Player,S,Team,Points,rush_TD,rec_TD,KR_TD,PR_TD,def_TD,XPM,FGM
55,"Danielsson, A.",17,CHI,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
56,"Espeeyeeseetee, A.",17,BAL,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
57,"Flash, X.",17,SJS,60.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
58,"Forty-Two, L.",17,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,"Fyodorovich, V.",17,NO,60.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
60,"Gump, F.",17,NO,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
61,"Halvorsen, T.",17,OCO,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
62,"Hand Bot, Z.",17,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,"Hank, F.",17,PHI,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
64,"Hardwick, S.",17,PHI,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
65,"Harp, D.",17,CHI,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
66,"Hasselhoff, F.",17,CHI,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
67,"Helanen, T.",17,YKW,42.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
68,"Irving, J.",17,AZ,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
69,"Jackson, A.",17,NO,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
70,"Jimbo, D.",17,BAL,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
71,"Jones, B.",17,NO,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
72,"Jones, V.",17,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,"Jones, V.",17,PHI,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
74,"Justice, T.",17,SJS,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
75,"L'Alto, V.",17,BAL,36.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
76,"Landers, B.",17,AZ,42.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
77,"Larson, P.",17,AUS,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78,"Maddox, E.",17,BAL,60.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
79,"Marshall, M.",17,YKW,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
80,"Mendonca, M.",17,AUS,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
81,"Mongo, H.",17,OCO,36.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
82,"Murphy, J.",17,AZ,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
83,"Nagasawa, Y.",17,BAL,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
84,"Nagasawa, Y.",17,OCO,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
85,"Oles, K.",17,CHI,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
86,"Olsen, C.",17,SJS,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
87,"Orosz, C.",17,SJS,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
88,"Owens, A.",17,AUS,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
89,"Palmer, J.",17,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,"Pancakes, P.",17,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,"Parker, J.",17,YKW,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
92,"Pennington, B.",17,COL,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
93,"Pitcher, A.",17,OCO,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
94,"Reed, A.",17,OCO,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
95,"Sackless, S.",17,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,"Shady, S.",17,AZ,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
97,"Sunnycursed, N.",17,BAL,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
98,"Sunnycursed, N.",17,OCO,36.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
99,"Swift, N.",17,YKW,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
100,"Swift, T.",17,NO,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
101,"Taffy, T.",17,COL,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
102,"Tidwell, R.",17,AUS,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
103,"Torenson, S.",17,CHI,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
104,"Trevor, C.",17,BAL,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
105,"Valentine, V.",17,AZ,42.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
106,"Varga, N.",17,PHI,42.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
107,"Wright, D.",17,SJS,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
108,"Wright, R.",17,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,"Zephyrous, S.",17,AZ,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
110,"von Matt, J.",17,PHI,36.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
111,"Anoa'i, D.",17,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,"Barnes, B.",17,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,"Bishop, J.",17,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,"Blaze, J.",17,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,"Dugnutt, B.",17,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,"Emoji, E.",17,PHI,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
117,"Flash, X.",17,SJS,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
118,"Fyodorovich, V.",17,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,"Garnett, L.",17,PHI,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
120,"Grithead, D.",17,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,"Gump, F.",17,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,"Hornbacher, A.",17,BAL,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
123,"Horne, B.",17,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,"Jimbo, D.",17,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,"Jones, V.",17,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,"Lavelle Jr., D.",17,AUS,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
127,"Lejune, L.",17,COL,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
128,"Lewis, L.",17,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,"Maddox, E.",17,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,"Morris, R.",17,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,"Mughes, H.",17,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,"Oles, K.",17,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,"Owens, A.",17,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,"Reed, A.",17,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,"Schneider, D.",17,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,"Snuggles, J.",17,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,"Sunnycursed, N.",17,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,"Sunnycursed, N.",17,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,"Swift, T.",17,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,"Troyski, X.",17,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,"Tuck, J.",17,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,"Valentine, V.",17,AZ,18.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
143,"von Matt, J.",17,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,"Acho, M.",17,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,"Alexander, N.",17,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,"Andrews, J.",17,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,"Arnold, D.",17,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,"Asipi III, A.",17,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,"Bakshi, S.",17,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,"Barnes, B.",17,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,"Batoff, R.",17,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,"Belongwithme, H.",17,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,"Berry, M.",17,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,"Bode, Q.",17,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,"Bohne, D.",17,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,"Brackenridge, T.",17,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,"Brown, M.",17,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,"Castle, S.",17,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,"Christ, J.",17,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,"Clark, T.",17,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,"Cox III, J.",17,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,"Cox, P.",17,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,"D'Attoria V, R.",17,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,"Danielsson, A.",17,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,"Deringer, K.",17,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,"Dugnutt, B.",17,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,"Edmond, H.",17,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,"Emoji, E.",17,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,"Ennis, B.",17,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,"FatTackle5, Z.",17,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,"FatTackle9, Z.",17,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,"Faux, B.",17,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,"Foster, W.",17,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,"Gabagool, T.",17,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,"Garnett, L.",17,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,"Ginsberg, D.",17,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,"Green, W.",17,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,"Grey, S.",17,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,"Grievous, L.",17,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,"Grithead, D.",17,YKW,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
181,"Guard, L.",17,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,"Guard, R.",17,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,"Hardshaft, R.",17,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,"Harris, B.",17,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,"Harrison, W.",17,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,"Henry, J.",17,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,"Hobbs, J.",17,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,"Hobbs, S.",17,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,"Hondo, A.",17,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,"Hornbacher, A.",17,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,"Horne, B.",17,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,"Jefferson IV, J.",17,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,"Jensen, C.",17,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,"Jeremy, R.",17,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,"Jimbo, D.",17,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,"Johns, A.",17,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,"Johnson, R.",17,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,"Justice, T.",17,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,"Kalilmoku, I.",17,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,"Knight, L.",17,AZ,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
201,"Knurtsson, K.",17,COL,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
202,"Kroustis, G.",17,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,"Kuusela, G.",17,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,"Larson, P.",17,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,"Lattimer, A.",17,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,"Lavelle Jr., D.",17,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,"Leaf Jr., R.",17,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,"Lee, L.",17,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,"Lejune, L.",17,COL,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
210,"Lewis, L.",17,CHI,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
211,"Mack, M.",17,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,"Mack, M.",17,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,"Maulolo, C.",17,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,"Maulolo, C.",17,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,"Mbanefo, K.",17,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,"McCoy, C.",17,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,"McDummy, W.",17,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,"McGwire, A.",17,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,"McKinnie, L.",17,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,"McMorris, J.",17,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,"Methane, D.",17,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,"Montgomery, B.",17,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,"Montgomery, B.",17,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,"Moore, S.",17,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,"Morris, R.",17,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,"Mughes, H.",17,AZ,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
227,"Nikko, G.",17,CHI,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
228,"Oats, S.",17,BAL,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
229,"Okura, T.",17,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,"Owens, A.",17,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,"Pennington, C.",17,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,"Pennington, T.",17,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,"Poopsie, D.",17,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,"Rambo, J.",17,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,"Ramsey Jr., G.",17,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,"Rax, L.",17,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,"Reed, A.",17,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,"Reese, A.",17,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,"Rice, J.",17,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,"Ridley, X.",17,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,"Riposte, F.",17,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,"Robertson, A.",17,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,"Roenick, A.",17,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,"Rowland, A.",17,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,"Sachs, J.",17,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,"Sackerman, F.",17,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,"Sackless, S.",17,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,"SafeStrongBot, Z.",17,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,"Salami, T.",17,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,"Saul, C.",17,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,"Schneider, D.",17,OCO,18.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
252,"Selich, A.",17,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,"Showbiz, G.",17,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,"Sinclair, Q.",17,COL,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
255,"Skarsgard, T.",17,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,"Skinner, Z.",17,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,"Slothface, J.",17,NO,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
258,"Smyles, L.",17,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,"Smyles, L.",17,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,"Snider, N.",17,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,"Snuggles, J.",17,YKW,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
262,"Spector, M.",17,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,"Staley, T.",17,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,"Stokeley, G.",17,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,"Storm, J.",17,YKW,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
266,"Swift, T.",17,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,"Taylor, D.",17,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,"Tell, W.",17,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,"Terim, F.",17,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,"Thumper, B.",17,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,"Torenson, S.",17,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,"Towers, J.",17,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,"Townsend, F.",17,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,"Troyski, X.",17,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,"Tuck, J.",17,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,"Uchiha, L.",17,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,"Vans, R.",17,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,"Walker, C.",17,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,"Wizardry, D.",17,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,"Wokkenfuss, G.",17,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,"Woodham, A.",17,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,"Woodson, W.",17,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,"Zephyrous, S.",17,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,"Bobby, K.",17,YKW,93.0,0.0,0.0,0.0,0.0,0.0,42.0,17.0
285,"Brand, F.",17,BAL,109.0,0.0,0.0,0.0,0.0,0.0,37.0,24.0
286,"Castleberry, R.",17,PHI,88.0,0.0,0.0,0.0,0.0,0.0,34.0,18.0
287,"Crisco, A.",17,AUS,103.0,0.0,0.0,0.0,0.0,0.0,25.0,26.0
288,"Dasistwirklichseinnachname, A.",17,OCO,105.0,0.0,0.0,0.0,0.0,0.0,39.0,22.0
289,"Donaldson, N.",17,SJS,100.0,0.0,0.0,0.0,0.0,0.0,28.0,24.0
290,"Frost, A.",17,NO,99.0,0.0,0.0,0.0,0.0,0.0,30.0,23.0
291,"Fulture, K.",17,CHI,106.0,0.0,0.0,0.0,0.0,0.0,37.0,23.0
292,"Jones II, J.",17,COL,80.0,0.0,0.0,0.0,0.0,0.0,23.0,19.0
293,"Lawes, S.",17,AZ,124.0,0.0,0.0,0.0,0.0,0.0,43.0,27.0
0,"Allan, C.",18,OCO,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1,"Armstrong, F.",18,OCO,54.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
2,"Batoff, R.",18,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,"Bigby, L.",18,BAL,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
4,"Bigsby, C.",18,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,"Boija, F.",18,SJS,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,"Bot, B.",18,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,"Brown, M.",18,CHI,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8,"Canton, J.",18,YKW,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9,"Cole, E.",18,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,"Damian-Luna, B.",18,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,"Danielsson, A.",18,CHI,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
12,"Falconi, A.",18,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,"Francisco, S.",18,NO,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
14,"Gump, F.",18,NO,66.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
15,"Havran, C.",18,BAL,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
16,"Jenkins, R.",18,CHI,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,"Kwemen, K.",18,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Marshall, M.",18,YKW,84.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
19,"McDummy, W.",18,COL,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20,"Mendonca, M.",18,AUS,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
21,"Orosz, C.",18,SJS,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,"Owens, A.",18,AUS,42.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
23,"Quick, J.",18,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,"Reed, A.",18,OCO,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
25,"Reese, A.",18,AZ,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26,"Shady, S.",18,AZ,42.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
27,"Taffy, T.",18,COL,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
28,"Torenson, S.",18,PHI,48.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
29,"Toriki, M.",18,SJS,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
30,"Trevor, C.",18,BAL,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Utler, J.",18,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,"Vincent, M.",18,COL,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
33,"Wright, D.",18,SJS,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
34,"Z, D.",18,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,"Zephyrous, S.",18,PHI,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36,"Allan, C.",18,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,"Anoa'i, D.",18,AUS,48.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
38,"Banks II, D.",18,OCO,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
39,"Batoff, R.",18,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,"Batoff, R.",18,YKW,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
41,"Bigby, L.",18,BAL,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
42,"Bishop, J.",18,COL,54.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
43,"Blaze, J.",18,OCO,36.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
44,"Boija, F.",18,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
